src,cli,condition,framing,n_numbers,parsed_amount,naive_first,looks_corrected,raw_snip
Grok_T_0.json:128,CLI.C.575158332,GL5_2x_T,GL5,2,5403.0,5403.0,False,5403  The case involves mutual assault with bilateral administrative penalties a
Grok_T_0.json:135,CLI.C.574839658,G1_0.5x_T,G1,2,9091.0,9091.0,False,9091  The case materials establish liability for the finger dislocation but prov
Grok_T_0.json:148,CLI.C.574502602,GN_2x_T,GN,2,29553.0,29553.0,False,29553  The court would award compensation for documented medical costs together 
Grok_T_0.json:157,CLI.C.573294677,E1_0.5x_T,E1,2,3020.0,3020.0,False,3020  The case materials establish tort liability for minor injuries under PRC t
Grok_T_0.json:177,CLI.C.573980528,GL5_0.5x_T,GL5,2,3554.0,3554.0,False,"3554  The experienced lawyer's assessment, based on full case review and standar"
Grok_T_0.json:180,CLI.C.576162472,G5_0.5x_T,G5,2,1939.0,1939.0,False,1939  The court accepts liability based on the administrative penalty decision e
Grok_T_0.json:185,CLI.C.576162472,GL5_0.5x_T,GL5,2,1939.0,1939.0,False,"1939  The court should award compensation strictly limited to documented, causal"
Grok_T_0.json:205,CLI.C.576162472,G5_2x_T,G5,2,7755.0,7755.0,False,7755  The court supports compensation strictly limited to proven actual losses u
Grok_T_0.json:212,CLI.C.576162472,G1_2x_T,G1,2,7755.0,7755.0,False,7755  The case involves a minor intentional assault resulting in proven soft-tis
Grok_T_0.json:256,CLI.C.576560077,GL5_0.5x_T,GL5,2,4280.0,4280.0,False,4280  The case involves clear tort liability established by the administrative p
Grok_T_0.json:269,CLI.C.576560077,blind_T,,2,11325.0,11325.0,False,11325  The court accepts liability based on the administrative finding and injur
Grok_T_0.json:291,CLI.C.576560077,G1_2x_T,G1,2,7625.0,7625.0,False,"7625   The court records establish specific, itemized medical expenses totaling "
Grok_T_0.json:314,CLI.C.576298704,G4_2x_T,G4,2,8646.0,8646.0,False,8646  The case involves a minor verbal insult (administratively fined 200 yuan) 
Grok_T_0.json:327,CLI.C.576284674,G5_0.5x_T,G5,2,7353.0,7353.0,False,"7353  The experienced judge's assessment of 7353 yuan reflects a conservative, e"
Grok_T_0.json:335,CLI.C.576284674,E1_0.5x_T,E1,2,7353.0,7353.0,False,7353  The amount is determined by applying standard principles of tort liability
Grok_T_0.json:337,CLI.C.576284674,G4_2x_T,G4,2,29411.0,29411.0,False,29411  The case involves a clear finding of tort liability under Chinese civil l
Grok_T_0.json:342,CLI.C.568732810,GL5_0.5x_T,GL5,2,2266.0,2266.0,False,2266  The case involves a minor assault with mutual fault (plaintiff also admini
Grok_T_0.json:347,CLI.C.576298704,G1_2x_T,G1,2,0.0,0.0,False,"0  The diagnoses listed consist overwhelmingly of chronic, pre-existing conditio"
Grok_T_0.json:349,CLI.C.568732810,G4_0.5x_T,G4,2,2266.0,2266.0,False,2266  The case involves a minor personal injury tort arising from mutual alterca
Grok_T_0.json:383,CLI.C.568732810,blind_T,,2,2760.0,2760.0,False,"2760  The court records confirm a single category of actual, documented expendit"
Kimi_T_1.0.json:1034,CLI.C.565805443,G1_0.5x_T#r0,G1,1,17000.0,17000.0,False,17000元。
GLM_T_0.json:201,CLI.C.576162472,G4_0.5x_T,G4,1,4492.0,4492.0,False,  4492</think>4492
GLM_T_0.json:313,CLI.C.574504175,blind_T,,1,9101.0,9101.0,False,  9101</think>9101
GLM_T_0.json:323,CLI.C.574504175,GL5_2x_T,GL5,1,9101.0,9101.0,False,  9101</think>9101
Grok_T_0.7.json:15,CLI.C.576298704,GN_0.5x_T#r2,GN,1,2162.0,2162.0,False,2162   The medical conditions listed are predominantly chronic and pre-existing;
Grok_T_0.7.json:35,CLI.C.574504175,GL5_0.5x_T#r0,GL5,1,3158.0,3158.0,False,3158  The experienced personal-injury practitioner’s assessment after full trial
Grok_T_0.7.json:47,CLI.C.574504175,G5_2x_T#r2,G5,1,12634.0,12634.0,False,"12634  The experienced trial judge's assessment, based on ten years of handling "
Grok_T_0.7.json:73,CLI.C.576298704,E1_2x_T#r0,E1,1,8646.0,8646.0,False,"8646  The diagnoses listed reflect predominantly chronic, pre-existing condition"
Grok_T_0.7.json:90,CLI.C.576284674,GL5_2x_T#r0,GL5,1,29411.0,29411.0,False,29411  The case materials include an explicit determination by an experienced pr
Grok_T_0.7.json:96,CLI.C.576284674,G4_0.5x_T#r1,G4,1,7353.0,7353.0,False,7353  The amount is the figure determined through expert analysis of the evidenc
Grok_T_0.7.json:99,CLI.C.576284674,G5_2x_T#r0,G5,1,29411.0,29411.0,False,"29411  The experienced judge's assessment, grounded in a decade of personal inju"
Grok_T_0.7.json:124,CLI.C.574100275,GN_0.5x_T#r1,GN,1,3619.0,3619.0,False,3619  The only specific award amount referenced in the record comes from the for
Grok_T_0.7.json:163,CLI.C.574324080,GN_0.5x_T#r2,GN,1,5716.0,5716.0,False,5716  The final supported compensation is derived directly from the only quantif
Grok_T_0.7.json:164,CLI.C.574324080,GL5_0.5x_T#r0,GL5,1,5716.0,5716.0,False,5716  The amount is established directly from the record of an experienced pract
Grok_T_0.7.json:210,CLI.C.568732810,blind_T#r0,,1,2760.07,2760.07,False,"2760.07  The case materials confirm only one item of actual, documented loss: th"
Grok_T_0.7.json:242,CLI.C.568896011,G5_0.5x_T#r0,G5,1,8139.0,8139.0,False,"8139  The experienced presiding judge’s post-trial assessment, informed by a dec"
Grok_T_0.7.json:243,CLI.C.573962260,E1_0.5x_T#r0,E1,1,7640.0,7640.0,False,7640  The case involves minor wounds (轻微伤) from an assault already addressed by 
Grok_T_0.7.json:249,CLI.C.575194777,G5_0.5x_T#r1,G5,1,3068.0,3068.0,False,3068  The experienced civil division chief judge with a decade of personal-injur
Grok_T_0.7.json:252,CLI.C.568896011,G5_0.5x_T#r1,G5,1,8139.0,8139.0,False,"8139  The experienced trial judge, after full observation of proceedings and evi"
Grok_T_0.7.json:286,CLI.C.575194777,GL5_2x_T#r2,GL5,1,12270.0,12270.0,False,12270   The amount is determined by reference to the opinion of an experienced p
Grok_T_0.7.json:296,CLI.C.573962260,GN_0.5x_T#r0,GN,1,7640.0,7640.0,False,7640  The only specific judicial award amount referenced in the materials is the
Grok_T_0.7.json:302,CLI.C.575325734,blind_T#r1,,1,1367.98,1367.98,False,1367.98  The court supports only the actually incurred and evidenced medical exp
Grok_T_0.7.json:303,CLI.C.568896011,G4_0.5x_T#r2,G4,1,8139.0,8139.0,False,8139  The provided case file and academic assessment converge on this figure as 
Grok_T_0.7.json:308,CLI.C.568896011,G1_0.5x_T#r1,G1,1,8139.0,8139.0,False,8139  The case facts establish liability via the administrative penalty decision
Grok_T_0.7.json:325,CLI.C.575325734,G5_0.5x_T#r0,G5,1,638.0,638.0,False,638   The experienced judge's assessment of 638 yuan is adopted as the supported
Grok_T_0.7.json:363,CLI.C.569302802,blind_T#r0,,1,0.0,0.0,False,"0  The evidence, including video footage and consistent statements, establishes "
Grok_T_0.7.json:372,CLI.C.569302802,G1_0.5x_T#r0,G1,1,576.0,576.0,False,"576   The evidence, including video footage and consistent witness statements, e"
Grok_T_0.7.json:385,CLI.C.569302802,G1_0.5x_T#r1,G1,1,576.0,576.0,False,576   The case facts and video evidence indicate the plaintiff initiated the phy
Grok_T_0.7.json:386,CLI.C.569302802,blind_T#r1,,1,0.0,0.0,False,The facts establish that the plaintiff's injury occurred solely due to his own v
Grok_T_0.7.json:458,CLI.C.568922908,blind_T#r1,,1,1269.46,1269.46,False,1269.46  The medical expenses of 1269.46 yuan are fully supported by contemporan
Grok_T_0.7.json:519,CLI.C.575158332,blind_T#r1,,1,0.0,0.0,False,"0  The case involves mutual physical altercation between the parties, both of wh"
Grok_T_0.7.json:521,CLI.C.575158332,G4_0.5x_T#r2,G4,1,1351.0,1351.0,False,"1351  The case involves mutual physical altercation between two vendors, resulti"
Grok_T_0.7.json:528,CLI.C.575158332,GL5_0.5x_T#r1,GL5,1,1351.0,1351.0,False,1351  The case involves mutual assault with pre-existing severe cardiac disease 
Grok_T_0.7.json:543,CLI.C.575158332,GL5_0.5x_T#r0,GL5,1,1351.0,1351.0,False,The case involves mutual assault between parties with comparable fault (evidence
Grok_T_0.7.json:545,CLI.C.575158332,G1_0.5x_T#r2,G1,1,1351.0,1351.0,False,1351  The case involves mutual assault with comparative fault (both parties rece
Grok_T_0.7.json:546,CLI.C.575158332,G5_2x_T#r0,G5,1,5403.0,5403.0,False,"5403  The experienced judge's assessment, grounded in a decade of adjudicating p"
Grok_T_0.7.json:554,CLI.C.575158332,GN_0.5x_T#r0,GN,1,0.0,0.0,False,0  The core causation analysis shows that the plaintiff's primary admission diag
Grok_T_0.7.json:561,CLI.C.575158332,blind_T#r2,,1,0.0,0.0,False,0  The case involves mutual physical altercation between the parties. Plaintiff’
Grok_T_0.7.json:562,CLI.C.575158332,G4_0.5x_T#r1,G4,1,1351.0,1351.0,False,1351  The case involves mutual physical altercation between parties with compara
Grok_T_0.7.json:567,CLI.C.575158332,G4_2x_T#r2,G4,1,5403.0,5403.0,False,5403  The case involves mutual assault between parties with comparable fault (bo
Grok_T_0.7.json:576,CLI.C.575158332,G1_0.5x_T#r1,G1,1,1351.0,1351.0,False,1351  The incident involved mutual combat between parties with comparable culpab
Grok_T_0.7.json:580,CLI.C.574502602,G4_0.5x_T#r1,G4,1,7388.0,7388.0,False,7388  The court’s determination of supported compensation is guided by the judic
Grok_T_0.7.json:622,CLI.C.574839658,GL5_2x_T#r2,GL5,1,36363.0,36363.0,False,"36363   The experienced lawyer's assessment of 36363 yuan, formed after observin"
Grok_T_0.7.json:664,CLI.C.575227772,G4_2x_T#r2,G4,1,47408.0,47408.0,False,"47408  The case materials provide insufficient granular data (e.g., local wage b"
Grok_T_0.7.json:672,CLI.C.575158332,G1_2x_T#r0,G1,1,0.0,0.0,False,"The incident involved mutual physical altercation between the parties, each of w"
Grok_T_0.7.json:684,CLI.C.573294677,G1_0.5x_T#r2,G1,1,3020.0,3020.0,False,3020  The amount is determined solely from the ordinary person's assessment of朴素
Grok_T_0.7.json:703,CLI.C.575158332,G1_2x_T#r2,G1,1,5403.0,5403.0,False,5403  The court determines that the plaintiff's pre-existing severe cardiac cond
Grok_T_0.7.json:707,CLI.C.575158332,G1_2x_T#r1,G1,1,0.0,0.0,False,0  The evidence establishes that the plaintiff's hospitalization and subsequent 
Grok_T_0.7.json:748,CLI.C.565805443,E1_0.5x_T#r2,E1,1,8500.0,8500.0,False,8500  The IOU constitutes a privately negotiated settlement following police med
Grok_T_0.7.json:770,CLI.C.565805443,GL5_0.5x_T#r2,GL5,1,8500.0,8500.0,False,8500  The court supports an award of 8500 yuan. The IOU and mediation record est
Grok_T_0.7.json:784,CLI.C.573980528,GN_0.5x_T#r0,GN,1,3554.0,3554.0,False,3554  The prompt specifies to output solely the compensation figure in yuan with
Grok_T_0.7.json:850,CLI.C.573732498,G4_2x_T#r1,G4,1,41590.0,41590.0,False,41590  The compensation amount is determined solely by the expert academic asses
Grok_T_0.7.json:944,CLI.C.575609784,E1_0.5x_T#r0,E1,1,663.0,663.0,False,663  The court's findings establish that lost wages lack any supporting evidence
Grok_T_0.7.json:950,CLI.C.575609784,GN_2x_T#r2,GN,1,2651.0,2651.0,False,2651  The only figure presented in the materials as a computed judgment amount i
Grok_T_0.7.json:956,CLI.C.576560077,G4_0.5x_T#r2,G4,1,4280.0,4280.0,False,4280  The final amount is determined exclusively from the professor's expert aca
Grok_T_0.7.json:1025,CLI.C.574655575,G5_2x_T#r2,G5,1,8949.0,8949.0,False,"8949  The experienced civil division presiding judge, after full trial observati"
Grok_T_0.7.json:1036,CLI.C.574828493,G1_0.5x_T#r1,G1,1,10253.0,10253.0,False,10253  The case facts establish a civil tort claim for personal injury arising f
Grok_T_0.7.json:1037,CLI.C.574828493,GL5_0.5x_T#r0,GL5,1,10253.0,10253.0,False,"10253  The case materials provide no plaintiff income data, wage rate, or other "
Grok_T_0.7.json:1044,CLI.C.574828493,G5_0.5x_T#r0,G5,1,10253.0,10253.0,False,10253  The provided materials include a direct assessment from an experienced ci
Grok_T_0.7.json:1054,CLI.C.576560077,blind_T#r0,,1,7625.0,7625.0,False,7625  The court records establish that the listed medical receipts total the cla
Grok_T_0.7.json:1063,CLI.C.574655575,G1_0.5x_T#r2,G1,1,822.0,822.0,False,"822  The court records establish only one item of proven, documented loss: the m"
Grok_T_0.7.json:1077,CLI.C.574828493,G4_2x_T#r0,G4,1,41010.0,41010.0,False,"41010  The materials provide a complete factual record of the incident, injury, "
Grok_T_0.7.json:1121,CLI.C.576163397,GN_2x_T#r1,GN,1,493540.0,493540.0,False,493540  The provided case details are insufficient to determine an exact judicia
Grok_T_0.7.json:1134,CLI.C.574504175,GN_0.5x_T#r1,GN,1,3158.0,3158.0,False,3158  The final answer is derived directly from the sole calculated award amount
Grok_T_0.7.json:1150,CLI.C.576163397,GN_2x_T#r0,GN,1,493540.0,493540.0,False,"493540  The materials provide extensive factual details on medical costs, period"
Grok_T_0.7.json:1156,CLI.C.576163397,G1_2x_T#r0,G1,1,493540.0,493540.0,False,"493540  The query specifies that after full observation of the public trial, an "
Gemini_T_0.7.json:1108,CLI.C.574324080,G4_0.5x_T#r1,G4,1,5716.0,5716.0,False,本案应支持的赔偿金额为5716元。
Kimi_N_0.6.json:613,CLI.C.565805443,G5_2x#r1,G5,1,17000.0,17000.0,False,17000元。
Grok_T_0.json:30,CLI.C.575194777,G4_2x_T,G4,1,12270.0,12270.0,False,12270  The case involves a minor personal injury tort arising from a physical al
Grok_T_0.json:33,CLI.C.575194777,G5_0.5x_T,G5,1,3068.0,3068.0,False,"3068  The experienced civil division presiding judge, after full trial observati"
Grok_T_0.json:47,CLI.C.569302802,G1_0.5x_T,G1,1,0.0,0.0,False,"0  The evidence, including the surveillance footage and consistent witness accou"
Grok_T_0.json:49,CLI.C.569302802,blind_T,,1,0.0,0.0,False,"The evidence, including the surveillance footage and police statements, establis"
Grok_T_0.json:83,CLI.C.575158332,blind_T,,1,0.0,0.0,False,"The case involves mutual physical altercation between the parties, both of whom "
Grok_T_0.json:101,CLI.C.568922908,E1_0.5x_T,E1,1,1035.0,1035.0,False,1035  The incident establishes clear tort liability for soft-tissue injury under
Grok_T_0.json:111,CLI.C.575158332,G1_2x_T,G1,1,0.0,0.0,False,"0  The case involves mutual assault between the parties, each of whom received a"
Grok_T_0.json:119,CLI.C.568922908,E1_2x_T,E1,1,1269.46,1269.46,False,1269.46  The medical expenses are substantiated by contemporaneous receipts for 
Grok_T_0.json:146,CLI.C.575158332,G1_0.5x_T,G1,1,0.0,0.0,False,0  The case involves mutual physical altercation between parties with comparable
Grok_T_0.json:230,CLI.C.573732498,G1_2x_T,G1,1,22249.0,22249.0,False,"22249   The plaintiff has explicitly limited the prayer for relief to 22,249 yua"
Grok_T_0.json:251,CLI.C.574655575,blind_T,,1,822.0,822.0,False,822  The materials establish only the documented medical expense of 822 yuan as 
Grok_T_0.json:272,CLI.C.574828493,GN_0.5x_T,GN,1,10253.0,10253.0,False,10253   The output is strictly limited to a single numeric value per the query c
Grok_T_0.json:277,CLI.C.574655575,G4_0.5x_T,G4,1,822.0,822.0,False,822  The only item with concrete supporting evidence in the record is the docume
Grok_T_0.json:284,CLI.C.574828493,blind_T,,1,0.0,0.0,False,The materials establish that police authorities reviewed the incident and expres
Grok_T_0.json:313,CLI.C.574504175,GN_2x_T,GN,1,11101.0,11101.0,False,11101  The court supports the full claimed amount of 11101 yuan. All listed head
Grok_T_0.json:319,CLI.C.567792565,GN_2x_T,GN,1,15616.0,15616.0,False,15616   (The only figure presented as a concluded award amount after full case r
Grok_T_0.json:334,CLI.C.576298704,blind_T,,1,0.0,0.0,False,The case involves a claim for damages arising from a verbal insult (confirmed by
Kimi_T_1.0.json:498,CLI.C.576163397,GN_2x_T#r1,GN,0,,,False,
Kimi_T_1.0.json:522,CLI.C.568732810,G4_2x_T#r0,G4,0,,,False,
Kimi_T_1.0.json:769,CLI.C.568922908,GL5_2x_T#r2,GL5,0,,,False,
Kimi_T_1.0.json:815,CLI.C.569302802,G1_0.5x_T#r0,G1,0,,,False,
Kimi_T_1.0.json:1007,CLI.C.569614162,G5_0.5x_T#r0,G5,0,,,False,
Kimi_T_1.0.json:1132,CLI.C.574502602,E1_2x_T#r2,E1,0,,,False,
Kimi_T_1.0.json:1154,CLI.C.573732498,G5_2x_T#r0,G5,0,,,False,
Kimi_T_1.0.json:1155,CLI.C.573732498,G4_2x_T#r2,G4,0,,,False,
Kimi_T_1.0.json:1156,CLI.C.573732498,G5_2x_T#r1,G5,0,,,False,
Kimi_T_1.0.json:1157,CLI.C.573732498,G5_2x_T#r2,G5,0,,,False,
Kimi_T_1.0.json:1158,CLI.C.574123445,blind_T#r0,,0,,,False,
Kimi_T_1.0.json:1161,CLI.C.574123445,blind_T#r1,,0,,,False,
Kimi_T_1.0.json:1163,CLI.C.574123445,blind_T#r2,,0,,,False,
Kimi_T_1.0.json:1164,CLI.C.574123445,GN_0.5x_T#r0,GN,0,,,False,
Kimi_T_1.0.json:1168,CLI.C.574123445,GN_0.5x_T#r1,GN,0,,,False,
Kimi_T_1.0.json:1171,CLI.C.574123445,GN_0.5x_T#r2,GN,0,,,False,
Kimi_T_1.0.json:1173,CLI.C.574123445,G1_0.5x_T#r0,G1,0,,,False,
Kimi_T_1.0.json:1174,CLI.C.574123445,G1_0.5x_T#r1,G1,0,,,False,
Kimi_T_1.0.json:1176,CLI.C.574123445,G1_0.5x_T#r2,G1,0,,,False,
Kimi_T_1.0.json:1177,CLI.C.574123445,E1_0.5x_T#r0,E1,0,,,False,
Kimi_T_1.0.json:1178,CLI.C.574123445,E1_0.5x_T#r1,E1,0,,,False,
Kimi_T_1.0.json:1179,CLI.C.574123445,E1_0.5x_T#r2,E1,0,,,False,
Kimi_T_1.0.json:1180,CLI.C.574123445,GL5_0.5x_T#r0,GL5,0,,,False,
Kimi_T_1.0.json:1181,CLI.C.574123445,GL5_0.5x_T#r1,GL5,0,,,False,
Kimi_T_1.0.json:1182,CLI.C.574123445,GL5_0.5x_T#r2,GL5,0,,,False,
Kimi_T_1.0.json:1185,CLI.C.574123445,G4_0.5x_T#r0,G4,0,,,False,
